434;DIAMETRO SRL;22.473.960;12,93;;Desio;O;Commercio all'ingrosso;;;;;;;;;;
435;CARTA STAMPA S.R.L.;22.382.095;4,76;;Briosco;O;Carta e stampati;;;;;;;;;;
436;GIUSSANI GROUP SRL;22.379.395;-3,15;;Meda;O;Altre attività manifatturiere;;;;;;;;;;
437;ECOGENIA S.R.L.;22.233.558;30,13;;Lissone;O;Apparecchiature elettriche;;;;;;;;;;
438;MARIANI AUTO SRL;22.207.535;7,28;;Cesano Maderno;O;Commercio all'ingrosso;;;;;;;;;;
439;SAMP S.P.A.;22.127.629;-15,79;;Concorezzo;O;Macchinari;;;;;;;;;;
440;MODITECH S.R.L.;21.934.926;10,52;;Busnago;O;Altre attività manifatturiere;;;;;;;;;;
441;F.LLI NOVARA S.R.L.;21.917.718;21,67;;Seregno;O;Commercio all'ingrosso;;;;;;;;;;
442;KINGMEDA S.R.L.;21.872.857;56,24;;Meda;O;Commercio all'ingrosso;;;;;;;;;;
443;MONT-ELE SRL;21.867.441;16,08;;Giussano;O;Attività professionali;;;;;;;;;;
444;ASG S.P.A.;21.844.726;27,68;;Sulbiate;O;Commercio all'ingrosso;;;;;;;;;;
445;ELMAG S.P.A.;21.831.069;9,45;;Villasanta;O;Macchinari;;;;;;;;;;
446;BUILDING SERVICES BRIANZA SRL;21.768.657;-21,50;;Vimercate;O;Trasporti e logistica;;;;;;;;;;
447;MULTIVENDOR SERVICE S.R.L. (1);21.741.724;5,70;;Monza;O;Attività informatiche;;;;;;;;;;
448;DVG DE VECCHI S.R.L.;21.645.251;41,15;;Cornate d'Adda;O;Prodotti in metallo;;;;;;;;;;
449;FILO BIANCO S.R.L.;21.641.006;42,62;;Giussano;O;Chimica e affini;;;;;;;;;;
450;REDMOTO S.R.L.;21.637.567;34,57;;Desio;O;Automotive;;;;;;;;;;
451;I.R.A. ISTITUTO RICERCHE APPLICATE S.P.A.;21.624.427;34,17;;Usmate Velate;O;Chimica e affini;;;;;;;;;;
452;DAL CIN GILDO S.P.A.;21.521.551;10,87;;Concorezzo;O;Chimica e affini;;;;;;;;;;
453;RAIL CARGO LOGISTICS - ITALY S.R.L.;21.450.991;11,57;;Desio;O;Trasporti e logistica;;;;;;;;;;
454;WEBHELP ENTERPRISE SALES SOLUTIONS ITALY S.R.L.;21.288.347;27,42;;Vimercate;O;Attività professionali;;;;;;;;;;
455;POLIPLAST SRL;21.233.005;8,78;;Carate Brianza;O;Gomma-plastica;;;;;;;;;;
456;OERLIKON BALZERS COATING ITALY S.P.A.;21.225.282;22,56;;Brugherio;O;Prodotti in metallo;;;;;;;;;;
457;WERKCAM S.R.L.;21.197.675;0,65;;Arcore;O;Apparecchiature elettriche;;;;;;;;;;
458;GRUPPO MILLEPIANI S.P.A.;21.141.399;8,28;;Misinto;O;Commercio all'ingrosso;;;;;;;;;;
459;DNV MARITIME ITALY S.R.L.;21.122.526;29,25;;Vimercate;O;Attività professionali;;;;;;;;;;
460;RIVOLTA CARMIGNANI S.P.A.;20.978.127;2,90;;Macherio;O;Sistema moda;;;;;;;;;;
461;SAFETY S.P.A.;20.939.977;21,18;;Bovisio-Masciago;O;Commercio all'ingrosso;;;;;;;;;;
462;BUSCH ITALIA S.R.L.;20.799.691;-4,33;;Nova Milanese;O;Commercio all'ingrosso;;;;;;;;;;
463;PEPPERL + FUCHS FA ITALIA S.R.L.;20.765.202;16,18;;Bellusco;O;Commercio all'ingrosso;;;;;;;;;;
464;PANASONIC HEATING & VENTILATION AIR CONDITIONING ITALY S.R.L.;20.668.274;n.d.;;Barlassina;O;Macchinari;;;;;;;;;;
465;O.M.A. S.R.L.;20.634.497;13,15;;Vimercate;O;Macchinari;;;;;;;;;;
466;FLAMEGAL CO. SRL;20.625.564;14,14;;Verano Brianza;O;Commercio all'ingrosso;;;;;;;;;;
467;ROYAL GREENLAND ITALIA SOCIETA' PER AZIONI;20.625.554;7,66;;Nova Milanese;O;Commercio all'ingrosso;;;;;;;;;;
468;STUCCHI SERVIZI ECOLOGICI SRL;20.615.367;29,75;;Cavenago di Brianza;O;Utilities;;;;;;;;;;
469;OMP MECHTRON S.R.L.;20.581.624;-16,42;;Usmate Velate;O;Elettronica;;;;;;;;;;
470;ECO.SMALT S.R.L.;20.393.466;22,81;;Desio;O;Utilities;;;;;;;;;;
471;ARCA POLIMERI S.R.L.;20.375.580;25,23;;Ceriano Laghetto;O;Commercio all'ingrosso;;;;;;;;;;
472;VELP SCIENTIFICA S.R.L.;20.356.946;12,06;;Usmate Velate;O;Elettronica;;;;;;;;;;
473;RICCHI AUTO S.R.L.;20.339.054;4,93;;Barlassina;O;Commercio all'ingrosso;;;;;;;;;;
474;ELIOGAS SRL;20.194.881;26,05;;Biassono;O;Utilities;;;;;;;;;;
475;A.C.E. SRL;20.165.046;4,85;;Agrate Brianza;O;Apparecchiature elettriche;;;;;;;;;;
476;ARES S.R.L.;20.140.382;13,79;;Bernareggio;O;Apparecchiature elettriche;;;;;;;;;;
477;VIAVI SOLUTIONS ITALIA S.R.L.;20.050.478;25,25;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
478;RESINE ISOLANTI O.DIENA S.R.L;20.033.137;33,98;;Monza;O;Chimica e affini;;;;;;;;;;
479;MIRETTI S.R.L.;20.022.237;5,63;;Limbiate;O;Macchinari;;;;;;;;;;
480;UPONOR S.R.L.;20.008.464;18,00;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
481;MECONDOR- S.P.A.;19.964.465;13,09;;Sulbiate;O;Gomma-plastica;;;;;;;;;;
482;GSR TECHNOLOGY ITALY S.R.L.;19.733.081;52,15;;Desio;O;Commercio all'ingrosso;;;;;;;;;;
483;GEZE ITALIA S.R.L.;19.713.145;18,41;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
484;EMAR GIANNOBI S.R.L.;19.649.768;3,28;;Lissone;O;Altre attività manifatturiere;;;;;;;;;;
485;F.LLI VILLA S.R.L.;19.614.387;39,43;;Sovico;O;Commercio all'ingrosso;;;;;;;;;;
486;AMBIENTE ENERGIA BRIANZA SOCIETA' PER AZIONI;19.577.000;5,70;;Seregno;O;Commercio al dettaglio;;;;;;;;;;
487;SANGECO SOCIETA' CONSORTILE A R.L.;19.518.082;0,00;;Monza;O;Edilizia;;;;;;;;;;
488;ASC S.R.L.;19.477.666;5,22;;Giussano;O;Commercio al dettaglio;;;;;;;;;;
489;RISTOPIU' LOMBARDIA SPA;19.333.296;23,26;;Varedo;O;Commercio all'ingrosso;;;;;;;;;;
490;OLTREFRONTIERA PROGETTI S.R.L.;19.288.399;25,87;;Barlassina;O;Legno e arredo;;;;;;;;;;
491;A.E.B. APPARECCHIATURE EROGAZIONE BEVANDE S.R.L.;19.237.919;5,12;;Vimercate;O;Prodotti in metallo;;;;;;;;;;
492;LARA COMPENSATI S.R.L.;19.233.648;35,33;;Varedo;O;Commercio all'ingrosso;;;;;;;;;;
493;EUROPRODOTTI S.P.A.;19.183.863;1,82;;Concorezzo;O;Alimentari e bevande;;;;;;;;;;
494;O.E.G. OFFICINA ELETTROMECCANICA GOTTIFREDI S.R.L.;19.164.092;29,41;;Muggiò;O;Apparecchiature elettriche;;;;;;;;;;
495;LA NETTATUTTO S.R.L.;19.154.858;8,86;;Renate;O;Utilities;;;;;;;;;;
496;LA MERIDIANA SOCIETA' COOPERATIVA SOCIALE;19.101.344;1,14;;Monza;O;Sanità;;;;;;;;;;
497;COEL DISTRIBUTION SRL;18.921.996;3,03;;Muggiò;O;Commercio all'ingrosso;;;;;;;;;;
498;ESSEGOMMA - S.P.A.;18.916.367;1,60;;Misinto;O;Chimica e affini;;;;;;;;;;
499;ALDIERI AUTOTRASPORTI S.P.A.;18.894.184;17,16;;Cavenago di Brianza;O;Trasporti e logistica;;;;;;;;;;
500;RONZONI S.R.L.;18.852.483;6,98;;Seveso;O;Edilizia;;;;;;;;;;
501;ETICA CAPITAL S.R.L.;18.798.677;91,63;;Besana in Brianza;O;Elettronica;;;;;;;;;;
502;INDUSTRIA BRIANTEA FERRAMENTA MINUTERIE DI FUMAGALLI SRL;18.759.391;36,91;;Desio;O;Prodotti in metallo;;;;;;;;;;
503;SYSTEMAIR ITALY S.R.L.;18.728.676;39,66;;Barlassina;O;Commercio all'ingrosso;;;;;;;;;;
504;BLUEIT S.P.A. SOCIETA' BENEFIT;18.726.497;-21,06;;Monza;O;Attività informatiche;;;;;;;;;;
505;TAO AMBIENTE S.R.L.;18.725.876;46,68;;Usmate Velate;O;Utilities;;;;;;;;;;
506;BE.CO. COMMERCIALE ITALIA SRL;18.625.955;38,26;;Vimercate;O;Edilizia;;;;;;;;;;
507;EDILVIT SRL;18.624.354;0,69;;Monza;O;Edilizia;;;;;;;;;;
508;ELSTER S.R.L.;18.499.017;-2,45;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
509;GIOVANARDI S.P.A.;18.457.772;12,33;;Concorezzo;O;Prodotti in metallo;;;;;;;;;;
510;TECNOSTAMP TRIULZI GROUP S.R.L.;18.425.290;3,47;;Carate Brianza;O;Gomma-plastica;;;;;;;;;;
511;DANA FLUID POWER DISTRIBUTION S.R.L.;18.417.310;15,86;;Cavenago di Brianza;O;Commercio all'ingrosso;;;;;;;;;;
512;ANGELO CREMONA SPA;18.413.335;1,27;;Monza;O;Prodotti in metallo;;;;;;;;;;
513;SD CHEMICALS SRL;18.366.818;47,13;;Seregno;O;Commercio all'ingrosso;;;;;;;;;;
514;EUROFED S.R.L.;18.278.923;22,23;;Cesano Maderno;O;Commercio all'ingrosso;;;;;;;;;;
515;FULL METALS S.R.L.;18.222.560;17,18;;Caponago;O;Commercio all'ingrosso;;;;;;;;;;
516;INTERSTEEL SRL;18.221.351;50,90;;Varedo;O;Commercio all'ingrosso;;;;;;;;;;
517;"F.A.R.O. FABBRICA APPARECCHIATURE RAZIONALI ODONTOIATRICHE SOCIETA' PER AZIONI";18.163.572;1,96;;Ornago;O;Altre attività manifatturiere;;;;;;;;;;
518;FALDUTO F.LLI S.R.L.;18.155.525;50,37;;Monza;O;Edilizia;;;;;;;;;;
519;MONTRASIO ITALIA S.R.L.;18.055.387;0,45;;Aicurzio;O;Sistema moda;;;;;;;;;;
520;DCG S.R.L.;18.031.428;5,84;;Brugherio;O;Commercio all'ingrosso;;;;;;;;;;
521;CRI ENERBILITY S.R.L.;18.026.947;3,01;;Agrate Brianza;O;Edilizia;;;;;;;;;;
522;APTACA S.P.A.;17.970.215;13,95;;Monza;O;Elettronica;;;;;;;;;
523;F.LLI MOLTENI S.P.A.;17.959.963;6,92;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
524;NUOVA SAMIA SRL;17.945.218;11,96;;Seregno;O;Commercio all'ingrosso;;;;;;;;;;
525;FM COMPANY S.R.L.;17.924.476;33,23;;Carate Brianza;O;Gomma-plastica;;;;;;;;;;
526;STOCK HOUSE ITALIA LOGISTIC - SRL;17.719.481;1,58;;Vimercate;O;Chimica e affini;;;;;;;;;;
527;LEBEN INGREDIENTS S.R.L.;17.704.375;58,94;;Lissone;O;Commercio all'ingrosso;;;;;;;;;;
528;GIVIDI FABRICS S.R.L.;17.645.337;29,28;;Brugherio;O;Altre attività manifatturiere;;;;;;;;;;
529;ECOSAN S.R.L.;17.576.218;21,16;;Seregno;O;Utilities;;;;;;;;;
530;IMPRESA EDILE MARIANI S.R.L.;17.549.030;6,16;;Concorezzo;O;Edilizia;;;;;;;;;;
531;SALMILANO S.P.A.;17.503.749;20,04;;Besana in Brianza;O;Alimentari e bevande;;;;;;;;;;
532;GARO DOTT.ING.ROBERTO GABBIONETA S.R.L.;17.478.231;-0,88;;Monza;O;Macchinari;;;;;;;;;;
533;TO.MARKET S.R.L.;17.455.114;9,88;;Giussano;O;Commercio al dettaglio;;;;;;;;;;
534;INOXIHP S.R.L.;17.454.458;23,01;;Nova Milanese;O;Macchinari;;;;;;;;;;
535;QUATTROBI S.R.L.;17.436.226;2,48;;Cornate d'Adda;O;Apparecchiature elettriche;;;;;;;;;;
536;COOPERATIVA SOCIALE AERIS A R.L.;17.381.574;-17,34;;Vimercate;O;Sanità;;;;;;;;;;
537;SALMOIRAGHI S.P.A.;17.326.338;3,93;;Monza;O;Macchinari;;;;;;;;;;
538;WITTMANN BATTENFELD ITALIA SRL;17.291.153;12,96;;Ceriano Laghetto;O;Commercio all'ingrosso;;;;;;;;;;
539;S.C.A.R. REFRIGERAZIONE S.R.L.;17.274.125;1,40;;Nova Milanese;O;Apparecchiature elettriche;;;;;;;;;;
540;CIPIEMME SRL;17.266.792;38,36;;Bovisio-Masciago;O;Edilizia;;;;;;;;;;
541;EDIL VI.SPA. S.R.L.;17.248.648;41,49;;Monza;O;Edilizia;;;;;;;;;;
542;RALCO S.R.L.;17.220.326;5,57;;Biassono;O;Macchinari;;;;;;;;;;
543;PAGANI INDUSTRIE ALIMENTARI S.P.A.;17.200.830;-25,41;;Vimercate;O;Alimentari e bevande;;;;;;;;;;
544;ALFAMATION S.P.A.;17.186.784;12,62;;Lissone;O;Elettronica;;;;;;;;;;
545;TAF ABRASIVI S.P.A.;17.173.337;5,32;;Monza;O;Altre attività manifatturiere;;;;;;;;;;
546;CORIGES SRL;17.152.391;62,87;;Carnate;O;Edilizia;;;;;;;;;;
547;DITTA COLOMBO BIAGIO S.R.L.;17.138.067;-3,73;;Villasanta;O;Utilities;;;;;;;;;;
548;TECNOIDEA IMPIANTI S.R.L.;17.137.341;53,03;;Villasanta;O;Macchinari;;;;;;;;;;
549;CEBA INGRANAGGI S.R.L.;17.063.115;9,97;;Carate Brianza;O;Macchinari;;;;;;;;;;
550;VANTA S.R.L.;17.027.955;33,44;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
551;DOLCIARIA NEGRI SRL;17.025.431;11,01;;Brugherio;O;Commercio al dettaglio;;;;;;;;;;
552;FAEL S.P.A. O FAELLUCE S.P.A.;16.949.289;3,34;;Agrate Brianza;O;Apparecchiature elettriche;;;;;;;;;;
553;ALBRICCI S.R.L.;16.945.660;30,28;;Cesano Maderno;O;Commercio all'ingrosso;;;;;;;;;;
554;RISTOSERVICE S.R.L.;16.909.848;121,57;;Arcore;O;Alberghi e ristorazione;;;;;;;;;;
555;VIRMA S.P.A.;16.863.426;1,86;;Sulbiate;O;Prodotti in metallo;;;;;;;;;;
556;MARTEC MARINE S.P.A.;16.862.161;19,98;;Monza;O;Automotive;;;;;;;;;;
557;DAYTONA S.R.L.;16.744.653;28,05;;Lentate sul Seveso;O;Alberghi e ristorazione;;;;;;;;;;
558;MIREX SPA;16.733.413;13,84;;Bellusco;O;Commercio all'ingrosso;;;;;;;;;;
559;ANGELO ROCCA & FIGLI S.R.L.;16.707.519;10,51;;Agrate Brianza;O;Alimentari e bevande;;;;;;;;;;
560;PLAYMOBIL ITALIA S.R.L.;16.704.029;8,55;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
561;CAPSOL S.P.A.;16.666.371;10,52;;Agrate Brianza;O;Gomma-plastica;;;;;;;;;;
562;GEN AGRI S.R.L.;16.654.382;70,24;;Seregno;O;Commercio all'ingrosso;;;;;;;;;;
563;REFECTIO S.R.L.;16.647.951;-85,10;;Desio;O;Alberghi e ristorazione;;;;;;;;;;
564;FUMAGALLI DANILO S.R.L.;16.600.304;2,98;;Triuggio;O;Commercio all'ingrosso;;;;;;;;;;
565;RESTAURA S.R.L.;16.587.878;17,62;;Vimercate;O;Edilizia;;;;;;;;;;
566;ROSLER ITALIANA SRL;16.561.426;6,58;;Concorezzo;O;Macchinari;;;;;;;;;;
567;F.LLI MASCIAGHI S.R.L.;16.535.861;8,79;;Monza;O;Altre attività manifatturiere;;;;;;;;;;
568;I.P.A.S. INDUSTRIA PRODUZIONI ALIMENTARI E SEMILAVORATI S.R.L.;16.513.889;7,90;;Carnate;O;Alimentari e bevande;;;;;;;;;;
569;"CONSORZIO COMUNITA' BRIANZA SOCIETA' COOPERATIVA SOCIALE - IMPRES A SOCIALE";16.446.239;-3,53;;Monza;O;Sanità;;;;;;;;;;
570;ELECTRALINE 3PMARK SPA **;16.429.893;5,87;;Concorezzo;O;Attività professionali;;;;;;;;;;
571;BOCCOLINI S.R.L.;16.403.765;34,69;;Nova Milanese;O;Prodotti in metallo;;;;;;;;;;
572;SUAREZ COMPANY S.R.L.;16.368.204;12,94;;Cesano Maderno;O;Chimica e affini;;;;;;;;;;
573;MAER ITALIA SOCIETA' A RESPONSABILITA' LIMITATA;16.346.796;10,52;;Nova Milanese;O;Carta e stampati;;;;;;;;;;
574;I.R.L. S.R.L.;16.327.196;55,47;;Biassono;O;Edilizia;;;;;;;;;;
575;TEKNOWOOL LOMBARDIA S.R.L.;16.295.724;49,65;;Varedo;O;Commercio all'ingrosso;;;;;;;;;;
576;ALVECO S.R.L.;16.287.240;-1,46;;Monza;O;Gomma-plastica;;;;;;;;;;
577;SCATOLIFICIO ANGELO GARIBOLDI SRL;16.259.031;19,78;;Monza;O;Carta e stampati;;;;;;;;;;
578;ARIENTI AUTOGRU' S.R.L.;16.256.989;20,04;;Desio;O;Trasporti e logistica;;;;;;;;;;
579;FRAMORPOWER SRL;16.235.342;16,27;;Monza;O;Prodotti in metallo;;;;;;;;;;
580;BIOISOTHERM SRL;16.209.449;48,88;;Besana in Brianza;O;Commercio all'ingrosso;;;;;;;;;;
581;ASTALEGALE.NET S.P.A.;16.181.428;16,56;;Carate Brianza;O;Servizi di informazione;;;;;;;;;;
582;CORIONI S.R.L.;16.154.494;18,09;;Monza;O;Trasporti e logistica;;;;;;;;;;
583;CROSS POINT - S.R.L.;16.123.701;17,66;;Lissone;O;Commercio all'ingrosso;;;;;;;;;;
584;CENTRO CARAVANS BARASSI S.R.L.;15.996.835;81,03;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
585;COLOMBO MICHELE E FIGLI SRL;15.982.189;7,62;;Usmate Velate;O;Commercio all'ingrosso;;;;;;;;;;
586;COGI S.R.L.;15.891.641;20,61;;Caponago;O;Metallurgia;;;;;;;;;;
587;PEPPERL + FUCHS S.R.L.;15.861.827;3,08;;Sulbiate;O;Elettronica;;;;;;;;;;
588;COMMUNICATION VIDEO ENGINEERING S.R.L.;15.851.646;45,59;;Verano Brianza;O;Commercio all'ingrosso;;;;;;;;;;
589;CASELLA SPA;15.844.657;25,06;;Lazzate;O;Servizi specializzati;;;;;;;;;;
590;KURSANA LUNGA VITA SOCIETA' COOPERATIVA SOCIALE - ONLUS;15.792.901;-0,18;;Lissone;O;Sanità;;;;;;;;;;
591;NUOVA ANGELO TURATI S.R.L.;15.778.386;50,92;;Seregno;O;Commercio all'ingrosso;;;;;;;;;;
592;ALL SRL;15.757.348;36,43;;Monza;O;Attività artistiche, sportive e di intrattenimento;;;;;;;;;;
593;"IN SPORT S.R.L. SOCIETA' SPORTIVA DILETTANTISTICA IN BREVE DENO MINATA IN;
SPORT S.R.L. S.S.D.";15.754.611;6,68;;Vimercate;O;Attivita artistiche, sportive e di intrattenimento;;;;;;;;;;
594;ARTECA S.P.A.;15.745.576;15,64;;Barlassina;O;Commercio all'ingrosso;;;;;;;;;;
595;RO + TEN S.R.L.;15.672.500;4,33;;Verano Brianza;O;Commercio all'ingrosso;;;;;;;;;;
596;FIVES ITAS S.P.A.;15.665.292;16,23;;Monza;O;Macchinari;;;;;;;;;;
597;MONGUZZI S.R.L.;15.633.835;9,16;;Bovisio-Masciago;O;Legno e arredo;;;;;;;;;;
598;I & D S.R.L.;15.583.630;44,14;;Villasanta;O;Commercio all'ingrosso;;;;;;;;;;
599;HAMILTON ITALIA SRL;15.552.851;17,68;;Agrate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
600;MCI - MARZORATI COMPONENTI INDUSTRIALI SPA;15.509.446;10,87;;Nova Milanese;O;Commercio all'ingrosso;;;;;;;;;;
601;CAIMI BREVETTI S.P.A.;15.467.616;8,49;;Nova Milanese;O;Legno e arredo;;;;;;;;;;
602;TECNOROBOT S.R.L.;15.448.212;40,04;;Sulbiate;O;Macchinari;;;;;;;;;;
603;MOSCA MOTORI S.R.L.;15.367.733;10,70;;Biassono;O;Commercio all'ingrosso;;;;;;;;;;
604;PROFIMED SRL;15.311.838;18,98;;Brugherio;O;Chimica e affini;;;;;;;;;;
605;SINCO WOOD S.R.L.;15.245.563;49,18;;Varedo;O;Commercio all'ingrosso;;;;;;;;;;
606;ZERO+4 S.R.L.;15.243.345;17,36;;Desio;O;Alimentari e bevande;;;;;;;;;;
607;LASER - SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA;15.243.089;0,71;;Vimercate;O;Attività informatiche;;;;;;;;;;
608;HOME FRAGRANCE ITALIA S.R.L.;15.185.245;2,81;;Bernareggio;O;Commercio all'ingrosso;;;;;;;;;;
609;DP VISION S.R.L.;15.170.311;34,71;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
610;BONETTI S.R.L.;15.145.303;21,86;;Monza;O;Macchinari;;;;;;;;;;
611;P. & C. PRODUCTS S.R.L.;15.139.211;14,72;;Desio;O;Farmaceutica;;;;;;;;;;
612;R. & C. TERMOIDRAULICA S.R.L.;15.135.948;13,89;;Limbiate;O;Edilizia;;;;;;;;;;
613;DELL ORTO GIAN PAOLO S.P.A.;15.128.116;0,14;;Seregno;O;Commercio al dettaglio;;;;;;;;;;
614;SANT'ANDREA SOCIETA' COOPERATIVA SOCIALE;15.115.663;2,60;;Monza;O;Sanità;;;;;;;;;;
615;VARIATI S.P.A.;15.091.439;22,10;;Concorezzo;O;Chimica e affini;;;;;;;;;;
616;BIREL ART S.R.L.;15.042.291;28,63;;Lissone;O;Automotive;;;;;;;;;;
617;PALADINO COSTRUZIONI S.R.L.;15.018.509;38,83;;Seregno;O;Edilizia;;;;;;;;;;
618;PARIS TEXAS S.R.L.;15.018.057;56,03;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
619;ABC SISTEM S.R.L.;15.000.662;36,30;;Bernareggio;O;Commercio all'ingrosso;;;;;;;;;;
620;MIRABELLO CARRARA S.P.A.;14.985.778;8,06;;Meda;O;Sistema moda;;;;;;;;;;
621;INDUSTRY BUSINESS EUROPEAN SRL;14.956.759;7,00;;Usmate Velate;O;Carta e stampati;;;;;;;;;;
622;BERETTA SRL;14.930.752;2,32;;Limbiate;O;Automotive;;;;;;;;;
623;TESSITURA ORESTE MARIANI S.P.A.;14.930.111;14,36;;Giussano;O;Sistema moda;;;;;;;;;;
624;MIFLEX 2 S.P.A.;14.904.609;8,40;;Villasanta;O;Gomma-plastica;;;;;;;;;;
625;GAIA S.R.L.;14.807.104;n.d.;;Agrate Brianza;O;Commercio al dettaglio;;;;;;;;;;
626;ACHILLE VALERA LISSONI S.R.L.;14.764.088;16,56;;Concorezzo;O;Sistema moda;;;;;;;;;;
627;OMG S.R.L.;14.762.083;7,33;;Muggiò;O;Macchinari;;;;;;;;;
628;AEROSPACE MATERIALS MANAGEMENT S.R.L. IN FORMA ABBREVIATA AMM S.R.L.;14.758.115;33,72;;Busnago;O;Prodotti in metallo;;;;;;;;;;
629;COMPRORO S.R.L.;14.723.181;13,91;;Lissone;O;Commercio all'ingrosso;;;;;;;;;;
630;SUISSE NUTRAINGREDIENTS S.R.L.;14.712.568;84,51;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
631;MANTOVANI S.R.L.;14.662.154;5,06;;Carate Brianza;O;Commercio al dettaglio;;;;;;;;;;
632;ZAPPA S.R.L.;14.654.890;-12,61;;Desio;O;Commercio all'ingrosso;;;;;;;;;;
633;I.V.M. S.P.A.;14.641.179;0,99;;Lissone;O;Legno e arredo;;;;;;;;;;
634;G.M. INTERNATIONAL S.R.L.;14.598.185;7,90;;Villasanta;O;Altre attività manifatturiere;;;;;;;;;;
635;INFORMATION DEVELOPMENT AND AUTOMATION S.R.L.;14.570.008;56,54;;Lissone;O;Attività professionali;;;;;;;;;;
636;VERNICIATURE D'ARCORE SRL;14.539.980;2,92;;Arcore;O;Prodotti in metallo;;;;;;;;;;
637;G.P. CAR S.R.L.;14.461.157;-21,18;;Concorezzo;O;Commercio all'ingrosso;;;;;;;;;;
638;FAMOSA ITALIA S.R.L.;14.419.318;3,63;;Cogliate;O;Altre attività manifatturiere;;;;;;;;;;
639;CAVE ROCCA S.R.L.;14.399.598;6,85;;Monza;O;Edilizia;;;;;;;;;;
640;MEKTECH SRL;14.366.116;1,27;;Giussano;O;Macchinari;;;;;;;;;;
641;ECO STORE SRL;14.365.252;1,01;;Muggiò;O;Commercio all'ingrosso;;;;;;;;;;
642;TECNOGARDEN SERVICE SRL;14.337.650;9,12;;Vimercate;O;Utilities;;;;;;;;;;
643;F R A M S.R.L.;14.336.283;26,82;;Giussano;O;Carta e stampati;;;;;;;;;;
644;KVADRAT S.P.A.;14.297.698;8,14;;Meda;O;Commercio all'ingrosso;;;;;;;;;;
645;VELCRO ITALIA S.R.L.;14.292.549;20,63;;Arcore;O;Commercio all'ingrosso;;;;;;;;;;
646;PASTIFICIO CERATI SRL;14.268.214;20,36;;Limbiate;O;Alimentari e bevande;;;;;;;;;;
647;MAN AND MACHINE SOFTWARE S.R.L.;14.238.900;18,33;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
648;I.D.I. EVOLUTION S.R.L.;14.220.968;12,20;;Monza;O;Altre attività manifatturiere;;;;;;;;;;
649;ORGANIKE S.R.L.;14.199.588;26,47;;Villasanta;O;Commercio all'ingrosso;;;;;;;;;;
650;I.M.P. INDUSTRIA METALLI PRESSOFUSI SRL;14.169.296;14,81;;Albiate;O;Prodotti in metallo;;;;;;;;;;
651;KLA TENCOR ITALY S.R.L.;14.131.201;51,70;;Agrate Brianza;O;Altre attività manifatturiere;;;;;;;;;;
652;GIORGIO COLLECTION S.R.L.;14.108.315;11,99;;Seregno;O;Legno e arredo;;;;;;;;;;
653;CAB SRL;14.089.703;22,35;;Arcore;O;Sanità;;;;;;;;;
654;PELBO S.P.A.;14.016.640;46,59;;Brugherio;O;Macchinari;;;;;;;;;;
655;ENGICO SRL;14.001.066;1,63;;Lissone;O;Macchinari;;;;;;;;;
656;GRICAR CHEMICAL S.R.L.;13.993.280;6,52;;Brugherio;O;Alimentari e bevande;;;;;;;;;;
657;HELUKABEL ITALIA S.R.L.;13.992.068;31,86;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
658;KA.BO.FER. SRL;13.929.839;15,10;;Arcore;O;Commercio all'ingrosso;;;;;;;;;;
659;KSA ITALIA SRL;13.921.501;17,14;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
660;ASC SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE ASC S.R.L.;13.909.926;26,00;;Monza;O;Alberghi e ristorazione;;;;;;;;;;
661;WORKMEC S.P.A.;13.908.562;11,48;;Busnago;O;Macchinari;;;;;;;;;;
662;NOVABIT S.R.L.;13.884.366;26,39;;Nova Milanese;O;Altre attività manifatturiere;;;;;;;;;;
663;MANCINI ENTERPRISE SRL;13.858.135;25,75;;Seregno;O;Altre attività manifatturiere;;;;;;;;;;
664;FABAS-LUCE SPA;13.812.973;14,69;;Brugherio;O;Apparecchiature elettriche;;;;;;;;;;
665;F.A.I.R. S.R.L.;13.798.983;34,02;;Verano Brianza;O;Commercio all'ingrosso;;;;;;;;;;
666;TUBI THOR S.P.A.;13.738.864;6,28;;Lesmo;O;Gomma-plastica;;;;;;;;;;
667;E.P.CART S.R.L.;13.727.806;37,05;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
668;ALIMENTARI RADICE S.R.L.;13.718.858;n.d.;;Lentate sul Seveso;O;Alimentari e bevande;;;;;;;;;;
669;PIGOMMA SOCIETA' PER AZIONI;13.712.604;17,54;;Biassono;O;Gomma-plastica;;;;;;;;;;
