89;"EGIDIO GALBANI SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE ""EGIDIO GALBANI S.R.L."" O ""E.GA. S.R.L.""";1.097.512.887;;;Gianluigi Crovini;;Martina Maganuco;;;;;;;;;;
90;MET ENERGIA ITALIA S.P.A.;1.064.123.427;;Giuseppe Rebuzzini;;Claudio Macchioni;;Cristiano Ferrari;;;;;;;;;
91;J.A.S. JET AIR SERVICE SPA;1.051.635.726;;;;;;;;;;;;;;;
92;"PARMALAT S.P.A. IN FORMA ABBREVIATA ""PLT S.P.A.""";1.083.611.171;;;;;;;;;;;;;;;
93;AMAZON ITALIA LOGISTICA S.R.L.;1.041.597.232;;;;;;;;;;;;;;;
94;SIRAM S.P.A.;1.043.939.897;;Emanuela Trentin;Maria Vittoria Pisante;Samuel Champion;Emanuela Teatini;;;;;;;;Paolo Maltese;;
95;COOP LOMBARDIA SOCIETA' COOPERATIVA;1.036.706.020;;;Alberto Bruno;Enrico Cappelli;Luca Rizzardi;;;;;;;;;;
96;HUAWEI TECHNOLOGIES ITALIA S.R.L.;992.976.230;;Wilson Wang;Giulia Romano;Massimo Piacentini;;Annie Wang;;;;;;;;;
97;SMURFIT KAPPA ITALIA S.P.A.;1.043.998.067;;Gianluca Castellini;;Lorenzo Falchero ;Elena Franzosi;Stefano Verre ;;;;;;;;;
98;KUEHNE + NAGEL S.R.L.;971.799.363;Poli � Italy Managing Director ;Ruggero Poli;Alessandro Castelli ;Michele Panerio;Marilena Dalla Patti;Alessandro Castelli;;;;;;;;;
99;DSV S.P.A.;938.174.895;;Davide Uracchi;;;Laura Manzoni;;;;;;;;;;
100;MYLAN ITALIA S.R.L.;941.637.841;;;;;;;;;;;;;;;
101;VALENTINO S.P.A.;925.325.222;;Jacopo Venturini;Christian Von Martens;Alberto Fasanotti;Fabrizio Bolognino;;;;;;;;;;
102;ILIAD ITALIA S.P.A.;1.013.906.779;;Benedetto Levi;Roberta Colella;Andrea Traverso;Luca Cinquetti;Francesca Piro;;;;;;;;;
103;HP ITALY S.R.L.;921.045.504;;Giampiero Savorelli;Micol Padoan;;Paolo Emilio Testa;Antonio Pastore;;;;;;;;;
104;UNITED PARCEL SERVICE ITALIA SRL;923.017.648;;Francisco Conejo;Lotta Vikman;Romina Lorenzo ;Laura Guzzetti;Pier Luigi Vincenzi;;;;;;;;;
105;ENIPOWER SPA;928.320.357;;Rita Marino;;Giuseppe Zaniboni;Raffaele Trezzi;;;;;;;;;;
106;NESTLE' ITALIANA S.P.A. IN FORMA ABBREVIATA NE.IT. S.P.A.;909.292.104;;Marco Travaglia;Paolo Pisani;;Giacomo Piantoni;Valerio d'Ovidio;;;;;;;;;
107;INGRAM MICRO S.R.L.;971.126.396;;Antonio Masenza;Eleonora Masu;Luca Farina;Pietro Viccardi;Francesco Negri;;;;;;;;;
108;SNAITECH S.P.A.;896.092.547;;Fabio Schiavolin;Riccardo Bartola;Chiaffredo Rinaudo;Lavinia Pupelli;;;;;;;;;;
109;VOLVO GROUP ITALIA S.P.A.;887.318.502;;Michele Crisci;Chiara Angeli;;;Chiara Angeli;;;;;;;;;
110;G.A. OPERATIONS S.P.A.;911.800.751;;Mauro Beretta;;Lorenzo Bersani;Laura Checchinato;;;;;;;;;;
111;CAMBIELLI S.P.A.;888.772.111;;;;;;;;;;;;;;;
112;HYUNDAI MOTOR COMPANY ITALY S.R.L.;890.962.973;;Andrea Crespi;Pier Paolo Greco;Stefano Vincis ;Gabriele Costantino ;;;;;;;;;;
113;BIG S.R.L.;865.894.241;;;;;;;;;;;;;;;
114;INFRASTRUTTURE WIRELESS ITALIANE S.P.A. O, IN FORMA ABBREVIATA, INWIT S.P.A.;853.076.894;;Diego Galli;Gabriele Abbagnara;Emilia Trudu;Donatella Colantoni;Lucio Golinelli;;;;;;;;;
115;HENKEL ITALIA S.R.L.;870.819.154;;Mara Panajia;Francesca D'Angelo - Valente;Giancarlo Dalbesio;Alberto Moschetti;Massimiliano Casali;;;;;;;;;
116;SO.FARMA.MORRA S.P.A.;864.269.381;;;Imma Cirillo;Luciano Esposito;Silvia Dea Grosso;Agnese Cerchia;;;;;;;;;
117;PROMETEON TYRE GROUP S.R.L IN FORMA ABBREVIATA PTG S.R.L.;854.943.971;;;;;;;;;;;;;;;
118;MONDELEZ ITALIA S.R.L.;851.012.853;;Silvia Bagliani;Francesco Meroni;Luca Zaramella;Roberta Candileno;Marco Gavazzi;;;;;;;;;
119;RIVA ACCIAIO S.P.A.;825.875.967;;;;;;;;;;;;;;;
120;KIA ITALIA S.R.L.;852.436.659;;Key Young Choi;Giuseppe Mazzara;Yongjin Park;Chiara Radice;Giuseppe Bitti;;;;;;;;;
121;DOMPE' FARMACEUTICI - S.P.A.;855.956.590;;;;;;;;;;;;;;;
122;EUSIDER S.P.A.;839.499.079;;Giacomino Anghileri;Michele Poliseno;;Michela Ambrosoni;Stefano Ballabio;;;;;;;;;
123;MARELLI EUROPE S.P.A.;986.783.162;;;;;;;;;;;;;;;
124;GOOGLE ITALY S.R.L.;825.253.405;;Melissa Ferretti Peretti;Vincenzo Riili;;Fiona Cicconi;Cristina Fabi;;;;;;;;;
125;MAPEI S.P.A.;870.137.545;;Marco Squinzi;Stefano Ranghieri;Daniele Arnone;Laura Bosser;;;;;;;;;;
126;DOW ITALIA DIVISIONE COMMERCIALE S.R.L.;816.307.126;;;Massimo Montecchi;;Maria Cristina Minguzzi;Giovanni Ciceri;;;;;;;;;
127;CONSORZIO NAZIONALE PER LA RACCOLTA, IL RICICLO E IL RECUPERO DEGLI IMBALLAGGI IN PLASTICA;873.046.941;;;;;;;;;;;;;;;
128;DUSSMANN SERVICE S.R.L.;799.533.242;;Renato Spotti;Renato Spotti;Oscar Pappalardo;Claudia Gamba;Renato Spotti ;;;;;;;;;
129;TRENORD S.R.L.;839.889.083;;Marco Giovanni Piuri;Paolo Bellingreri;Alessandro D'Elia;Andrea Del Chicca;Leonardo Cesarini;;;;;;;;;
130;AZIENDA TRASPORTI MILANESI S.P.A. IN FORMA ABBREVIATA A.T.M. S .P.A.;978.751.206;;Arrigo Giana;Sergio Massari;Germana Montroni;Luca Ledda;Fabrizio Pelagatti;;;;;;;;;
131;L'OREAL ITALIA S.P.A.;802.275.784;;Ninell Sobiecka;Guillaume Perrin;Lorenzo Vitale;Adolfo Martini;Francesca Avagliano;;;;;;;;;
132;BRENNTAG SPA;758.717.580;;Ignazio Giuseppe Vullo;Giovanni Broscritto;Domenico Manag�;Andrea Prosperi;;;;;;;;;;
133;CARGILL S.R.L.;782.466.543;managing director;Luca Borgatti;Matteo Mantiero;;Andreina Grisolia;Serena Guariniello;;;;;;;;;
134;ARROW ELECTRONICS ITALIA S.R.L.;759.996.168;country manager;Michele Puccio;Daniela Bazzanella;;Lucia Vargiu;Massimo Marino;;;;;;;;;
135;MEDTRONIC ITALIA S.P.A.;774.511.321;;Paola Pirotta;Maurizio Binetti;Paola Pirotta;Alessandra Sama;Valerio Corteggiani;;;;;;;;;
136;SOLVAY ENERGY SERVICES ITALIA S.R.L.IN FORMA ABBREVIATA SES ITALI A SRL;730.038.371;;Nicolas Dugenetay;;;Claudia Degioannini;Daniele Ravasio;;;;;;;;;
137;SOCIETA' PER AZIONI ESERCIZI AEROPORTUALI S.E.A.;766.939.728;;Armando Brunini;;Patrizia Savi;Roberta D'Agostino;Cristiano Galli;;;;;;;;;
138;BAYER S.P.A.;941.334.187;;Monica Poggio;Sara Fumagalli;Valerie Baroin;Maria Luisa Sartore;Fabrizio Poletti;;;;;;;;;
139;OPENJOBMETIS SPA AGENZIA PER IL LAVORO;741.579.235;;Rosario Rasizza;;Alessandro Esposti;Marina Crespi;Laura Piccolo;;;;;;;;;
140;YARA ITALIA S.P.A.;802.011.802;;Antonio Larosa;Fabrizio Zodo;Miki Grandizio;Alessandro Carsili;Mario Balzano;;;;;;;;;
141;STOCCAGGI GAS ITALIA SPA O IN FORMA ABBREVIATA STOGIT SPA;735.435.779;Morea e Passa--> Snam spa;Massimiliano Erario;;Luca Passa;Gaetano Morea;;;;;;;;;;
142;WORLD FUEL SERVICES ITALY S.R.L.;715.971.896;"Andrea Giovanni = Europe; Rossetti � senior manager global";Andrea Giovanni;;Aurelio Rossetti;;;;;;;;;;;
143;"""ITALCEMENTI"" FABBRICHE RIUNITE CEMENTO - SOCIETA' PER AZIONI - BERGAMO IN FORMA ABBREVIATA ITALCEMENTI S.P.A.";730.029.939;;Roberto Callieri;;Roberto Tasca;Giuseppe Agate;Stefano Roncan;;;;;;;;;
144;LOUIS VUITTON ITALIA S.R.L.;744.222.407;;Pietro Beccari;Michela Furlanetto;Massimo Orlandi;Elisabetta De Sandre;Francesca Maresi;;;;;;;;;
145;FINELEX SOCIETA' CONSORTILE PER AZIONI;697.600.313;;Michele Aloise;;;;;;;;;;;;;
146;2I RETE GAS S.P.A.;1.357.939.803;;Francesco Forleo;;Antonio Pettini;Maria Rosaria Brunetti;;;;;;;;;;
147;ACS DOBFAR SPA;728.114.744;;Carlo Vergani;;Daniele Pirovano;Claudia Fontanini;Paolo Passoni;;;;;;;;;
148;POSCO INTERNATIONAL ITALIA SRL;685.819.866;;Giorgio Citterio;Roberto Magri;;;Elena Rossi;;;;;;;;;
149;A2A ENERGIEFUTURE S.P.A.;693.765.572;;Renato Mazzoncini;Corrado Mizzoni;Luca Moroni;Mauro Ghilardi;;;;;;;;;;
150;PELLEGRINI S.P.A.;685.267.120;;Ernesto Pellegrini;Tea Della Pergola;Franco Castagna;Antonio Gallo;Valentina Bonecchi;;;;;;;;;
151;INTALS S.P.A.;679.639.663;;Marco Vedani;;Fabio Tordera;;Alessandro Colla;;;;;;;;;
152;TOTALENERGIES MARKETING ITALIA S.P.A.;672.507.305;Palumberi = accounting manager;Marco Pannunzio;Mauro Mosca;Vincenzo Palumberi;;Francesco Zingarelli;;;;;;;;;
153;APPLE RETAIL ITALIA S.R.L.;674.613.165;cro vacante;Daniele Bargellini;Silvio Tacchi;;Luca De Simone;;;;;;;;;;
154;MANUFACTURES DIOR S.R.L.;703.213.191;;Marco Sannino;;;Valentina Brodetto;;;;;;;;;;
155;LA RINASCENTE S.P.A;763.714.614;;Pierluigi Cocchini;Federica Mastroianni;Mariella Elia;Raffaella D'Agosto;Emanuela Zemiti;;;;;;;;;
156;OSPEDALE SAN RAFFAELE S.R.L.;766.512.652;Ballotta = direttore promozione e sviluppo;Marco Centenari;Pietro Ballotta;Massimo Angelucci;Carlotta Napolitano;;;;;;;;;;
157;SISAL ENTERTAINMENT S.P.A.;629.254.272;;Francesco Durante;Davide Nova;Corrado Orsi;Francesca Ferrari;;;;;;;;;;
158;ASTRAZENECA S.P.A.;697.823.351;;Claudio Longo;;Gianmarco Serran�;Maria Angela Lentini;;;;;;;;;;
159;ITT ITALIA S.R.L.;692.859.676;;Luca Savi;;Pinuccia Bignami;Marco Di Pierri;Giacomo Scaramuzzi;;;;;;;;;
160;FAI SERVICE SOCIETA' COOPERATIVA;657.773.263;;Roberto Mercuri;Elodie Thiery;Luca Di Pasquale;;Piotr Skop;;;;;;;;;
161;C.O.I.M. S.P.A. - CHIMICA ORGANICA INDUSTRIALE MILANESE;625.495.557;;Giuseppe Librandi;Luca Gianzini;Silvia Perrucci;Michela Donesana;Andrea Sala;;;;;;;;;
162;AMAZON ONLINE ITALY S.R.L.;605.899.647;il top management pare NON essere diviso per singola societ�, ma corrisponde al gruppo Amazon;;;;;;;;;;;;;;
163;VITERRA ITALY S.R.L.;611.539.311;;Maurice Bensadon;;Fortuna Guariglia;Fabiana De Rosa;;;;;;;;;;
164;LG ELECTRONICS ITALIA S.P.A.;597.329.801;;Sung Soo Kim;Alice Brambilla;;Giuseppe Dallone;Luca Russo;;;;;;;;;
165;RODACCIAI S.P.A.;655.385.106;;Gianluca Roda;;Davide Arnaboldi;Mauro Califano;Eleonora Martino;;;;;;;;;
166;A2A GENCOGAS S.P.A.;594.938.071;gruppo a2a;;;;;;;;;;;;;;
167;AIR LIQUIDE ITALIA PRODUZIONE SRL;739.801.527;;Edouard Neyrand;Claudia Lamura;Pietro Baietta;;Alessio Bellino;;;;;;;;;
168;NICHEL LEGHE SPA;564.233.528;;Fulvio Orselli;;;;;;;;;;;;;
169;TRANS TUNISIAN PIPELINE COMPANY S.P.A.;577.536.583;;;;;;;;;;;;;;;
170;STILL S.P.A.;576.896.677;;Angelo Zanotti;;;;;;;;;;;;;
171;FALCK NEXT ENERGY S.R.L.;601.893.489;;Marco Cittadini;;;;;;;;;;;;;
172;HUMANITAS MIRASOLE S.P.A.;601.379.045;;;;;;;;;;;;;;;
173;H & M HENNES & MAURITZ S.R.L.;554.665.331;;Daniel Erv�r;Laura Saldamarco;;;;;;;;;;;;
174;PERFETTI VAN MELLE S.P.A.;565.595.633;;Sameer Suneja;;;;Marco Seregni;;;;;;;;;
175;"ITALATTE SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE ""ITALATTE S .R.L.""";525.914.511;;;;;;;;;;;;;;;
176;GAS SALES S.R.L.;525.189.495;;Gianfranco Curti;;;;;;;;;;;;;
177;ALI GROUP S.R.L.;529.056.000;;Matteo Zironi;;;;Massimo Povelato;;;;;;;Massimo Guissani;;
178;RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA S.P.A. IN BREVE RECORDATI S.P.A.;521.089.577;;Robert Koremans;;Luigi La Conte;Alessandra Abate;;;;;;;;;;
179;XIAOMI TECHNOLOGY ITALY S.R.L.;547.034.758;;LEI JUN;;;;;;;;;;;;;
180;EUROTRANCIATURA S.P.A.;539.460.208;;Marco Arduini;;isidoro  Guardal�;;;;;;;;;;;
181;PREGIS S.P.A.;507.659.368;;David Timm;Anthony Micolitti;;;;;;;;;;;;
182;WHIRLPOOL ITALIA S.R.L.;497.100.000;vedi riga 68;;;;;;;;;;;;;;
183;SG S.P.A.;501.842.786;;;;;;Luigi Imperatrice;;;;;;;;;
184;PRYSMIAN CAVI E SISTEMI ITALIA S.R.L.;504.615.625;;VALERIO BATTISTA;;PIER FRANCESCO FACCHINI;;;;;;;;;;;
185;ABB E-MOBILITY S.P.A.;570.946.723;;Michael Halbherr;;Andreas Wenzel;;;;;;;;;Francesco Mennucci;;
186;JT INTERNATIONAL ITALIA S.R.L.;495.242.113;;Eddy Pirard;NATASA MILOSEVIC;VASSILIS VOVOS;GUERGANA ANDREEVA;Stefan Fitz;;;;;;;;;
187;ADAMANT BIONRG S.R.L.;493.973.256;;Riccardo Marchetti;;Roberto Straforini;;Joaquin Varela;;;;;;;;;
188;RIZZOLI CORRIERE DELLA SERA MEDIAGROUP SPA O IN FORMA ABBREVIATA RCS MEDIAGROUP SPA O RCS S.P.A.;528.251.606;;Urbano Cairo;Marco Quattrone;Marco Pompignoli;;;;;;;;;;;
189;ROLEX ITALIA S.P.A. IN BREVE ROL.IT. S.P.A.;489.287.358;;Gian Riccardo Marini;;;;;;Luca Rota;;;;;;;
190;SIRTI - SOCIETA' PER AZIONI;511.333.787;;Laura Cioli;;Sara Bertolini;Clemente Perrone;Luca Corti;;;;;;;;;
191;GILEAD SCIENCES S.R.L.;488.996.722;;Frederico Da Silva;Michele Cal�;Marco Moriero;Silivia Miliani;Michele Cal�;;;;;;;;;
192;EPTA S.P.A.;525.663.742;;Marco Nocivelli;Christian Le Gousse;Massimo Albertario;Gessica Perego;Christian Le Gousse;;;;;;;Gennaro Gentile;;
193;INSTRUMENTATION LABORATORY S.P.A.;499.827.498;;Carlos Pascual;;Maurizio Garancini;Mariella Scuderi;;;;;;;;;;
194;"""ANHEUSER - BUSCH INBEV ITALIA SPA"" OVVERO IN FORMA ABBREVIATA ""AB INBEV ITALIA SPA""";483.387.116;;Ief Timmermans;;Antonio Frascogna;Antonietta Landi;;;;;;;;;;
195;CEPAV (CONSORZIO ENI PER L'ALTA VELOCITA')DUE;473.821.520;vedi eni;;;;;;;;;;;;;;
196;JUNGHEINRICH ITALIANA SRL;477.031.200;;Flavio castelli;Laura Dordoni;;;Laura Dordoni;;;;;;;;;
197;AGRIFARMA SPA;505.798.109;;Nicol� Galante;;Alessandro Strati;Giuliano Stronati;;;;Denise Tesconi;;;;;;
198;ACCENTURE TECHNOLOGY SOLUTIONS S.R.L.;465.762.783;;;;Alessandro Marin;;;;;;;;;;;
199;HEWLETT-PACKARD ITALIANA S.R.L.;465.018.515;;Antonio Neri (AD: Claudio Bassoli);Roberto Lorenzini;;Sonia Stucchi;Emanuele Bordone;;;;;;;;;
200;CIP LOMBARDIA SRL;459.899.464;;Pierangelo Santelli;;;;;;;;;;;Marcello Del Vecchio;;
201;3M ITALIA S.R.L.;473.710.890;;Laura Galli;;;;Alessandro Lofoco;;;Paolo Mazzoni;;;;;;
202;OPEN FIBER S.P.A.;483.188.000;;Giuseppe Gola;;Andrea Crenna;Romina Chirichilli;;;;;;;;;;
203;ENGINEERING 2K S.P.A.;449.002.481;;Antonio Schinardi;;Daniele Brambilla;;;;;;;;;;;
204;RECKITT BENCKISER COMMERCIAL (ITALIA) S.R.L.;456.779.218;;Renato Corbetta;Yvette Younes;;Ana Afteni;Lorenzo Brosio;;;;;;;;;
205;ENI REWIND S.P.A.;514.122.340;;Paolo Grossi;;Marcello Corsaro;Luca Notarmuzi;;;;;;;;;;
206;ROBERT BOSCH S.P.A.;514.673.758;vedi riga 220;;;;;;;;;;;;;;
207;TOTALENERGIES EP ITALIA S.P.A.;620.958.318;;Philip Cunningham;;;;;;;;;;;;;
208;DATAMATIC S.P.A.;444.982.429;;stefano Martini;;Daniele Riviera;;Mauro Di Fiore;;;;;;;;;
209;"GLAXOSMITHKLINE CONSUMER HEALTHCARE S.R.L. IN BREVE ""GLAXOSMITHKLINE CH S.R.L."", ""GSK CONSUMER HEALTHCARE S.R.L."", ""GSK CH S.R.L.""";442.703.132;;Fabio Landazabal;;;;;;;;;;;;;
210;APERAM STAINLESS SERVICES & SOLUTIONS ITALY SRL;443.226.840;;Timoteo Di Maulo;;;;Alexia Pasquino;;;;;;;;;
211;FEDERFARMA.CO DISTRIBUZIONE E SERVIZI IN FARMACIA S.P.A.;439.585.675;;Maurizio Stroppa;Alessandro Rosso;;;Luigi Perspicace;;;;;;;;;
212;ITALMATCH CHEMICALS S.P.A.;448.413.000;;Sergio Iorio;;Enrica Mambelli;Andrea Isaia;Adriano Costantini;;;;;;;;;
213;GRENKE LOCAZIONE S.R.L.;536.316.852;;;Domenico Luciano;Fabrizio Tripodo;Fabiana Carioli;;;;;;;;;;
214;ELIOR RISTORAZIONE S.P.A.;443.367.154;;Rosario Ambrosino;Ilaria Vitale;Nicolas Marco;Roberta Dilernia;;;;;;;;;;
215;PARTECIPAZIONI SOCIETA' ALIMENTARI S.R.L. O PIU' BREVEMENTE PARTESA S.R.L.;483.695.518;;Massimo Reggiani;;Matteo Scarpa;;Giovanni Marco Esposito;;;;;;;;;
216;SORGENIA PUGLIA S.P.A.;440.310.080;;Michele Enrico De Censi;;Nadia Prando;Rosalinda Mauro;;;;;;;;;;
217;OBI ITALIA S.R.L.;461.218.189;;Paolo Alemagna;;;;;;;;;;;;;
218;EDISON RINNOVABILI S.P.A.;438.881.487;vedi edison (riga 1);;;;;;;;;;;;;;
219;DOUGLAS ITALIA S.P.A.;440.302.000;;Fabio Pampani;;Marco Giorgetta;Francesco Caccavo;Paolo di Folca;;;;;;;;;
220;BOSCH REXROTH S.P.A.;434.036.169;;Steffen Haack;Riccardo Consonni;;Giovanna Ruta;;;;;;;;;;
221;FRUTTITAL S.R.L.;433.727.907;;Daniele Viti;Daniele Viti;;Alessandro Piccardo;Alessandro Canalella;;;;;;;;;
222;ENERGEAN ITALY S.P.A.;427.464.000;;Gaetano Annunziata;;Simone di Donato;Dania Lombardi;;;;Alessio Malavenda;;;;;;
223;CISCO SYSTEMS (ITALY) S.R.L.;462.640.556;;Gianmatteo Manghi;;;;;;;;;;;;;
224;ALTUGLAS S.R.L.;406.135.292;;;;;;;;;;;;;;;
225;SIEMENS HEALTHCARE S.R.L.;429.623.547;;Roberta Busticchi;Roberta Busticchi;;;;;;;;;;;;
226;ZAMBON S.P.A.;441.489.306;;Ilaria Villa;Mirko Merletti;Giovanni Magnaghi;Christina Anagnostopoulou;;;;;;;;;;
227;BUTAN GAS SPA;422.971.715;;Demetrio Moscato;Riccardo Rocco;Francesco Paolo Padula ;;;;;matteo Cimenti;;Marco Cattoni;;;;
228;MONCLER S.P.A.;418.706.683;;Remo Ruffini;Mina Piccinini;Mario Ruberto;Antonio Fornaroli;;;;;;;;;;
229;BKW ITALIA S.P.A.;421.172.758;;Raffaella Monzani;;;;;;;;;;;;;
230;AMPLIFON S.P.A.;420.602.148;vedi riga 259;;;;;;;;;;;;;;
231;SAINT-GOBAIN ITALIA S.P.A.;438.760.936;;Canio Celiberti;Fabio Damonte;;;;;;;;;;;;
232;TEVA ITALIA S.R.L.;421.350.865;;Umberto Comberiati;Giordana Cortinovis;Pasquale Vitagliani;;;;;;;;;;;
233;EY ADVISORY S.P.A.;426.489.770;vedi riga 270;;;;;;;;;;;;;;
234;GIORGIO ARMANI RETAIL S.R.L. IN FORMA ABBREVIATA G.A. RETAIL S.R.L.;484.861.858;vedi Giorgio Armani;;;;;;;;;;;;;;
235;OPTIMUM MEDIA DIRECTION S.R.L. IN BREVE OMD S.R.L.;408.196.390;;Guy Marks;;;Gina Ramson-Williams;;;;;;;;;;
236;TESLA ITALY S.R.L.;408.970.968;;Elon Musk;;;;;;;;;;;;;
237;PRIMARK ITALY S.R.L.;405.438.817;;Paul Marchant;;;Lorraine Culligan;;;;;;;;;;
238;SODEXO ITALIA S.P.A.;427.427.508;;Tommaso Palermo;;Victoria Sapojnic;;;;;;;;;;;
239;FACEBOOK ITALY S.R.L.;411.513.270;;Mark Zuckerberg;Alex Shultz;Susan Li;Lori Goler;;;;;;;;;;
240;DECATHLON PRODUZIONE ITALIA S.R.L.;403.055.756;gi� inserito in Monza;;;;;;;;;;;;;;
241;CAP HOLDING S.P.A.;429.880.860;;;;;;;;;;;;;;;
242;KOS CARE S.R.L.;408.039.157;;GIuseppe Motta;;Achille di Bernardo;Marianna Moser;;;;;;;;;;
243;MESSAGGERIE LIBRI S.P.A.;391.443.397;;Renato Salvetti;Stefano Bordigoni;;;;;;;;;;;;
244;GOLDEN GOOSE S.P.A.;387.890.715;;Silvio Campara;Danilo Piarulli (chief consumer officer);Paolo Dal Ferro (chief corporate officer);Ferdinando Speranza;;;;;;;;;Marco Neroni;
245;BRACCO IMAGING S.P.A.;448.414.179;;Diana Bracco;;Riccardo Scotton;;;;;;;;;;;
246;UNICOAL SPA;391.901.758;;Luca Eufemi;;;;;;;;;;;;;
247;SAPIO PRODUZIONE IDROGENO OSSIGENO SRL;437.151.917;;Mario Paterlini;Marco Tonini;Massimo Caviezel;Carlo Maria Raise;;;;;;;;;;
248;OLON S.P.A.;413.822.512;;Paolo Tubertini;;Alfio Mason;Silvia Bandini;;;;;;;;;;
249;MARS ITALIA S.P.A.;383.439.629;;Yesmin Ucelli;;;;;;;;;;;;;
250;BOEHRINGER INGELHEIM ITALIA - S.P.A.;381.001.687;;Morena Sangiovanni;;Christian Poehlking;Giacomo Cortese;;;;;;;;;;
251;ETJCA S.P.A.;388.050.907;;Guido Crivellin;;;;;;;;;;;;;
252;BIOGEN ITALIA S.R.L.;383.046.962;;Giuseppe Banfi;;Giuseppe Trotta;Cecilia Masserini;;;;;;;;;;
253;DHL SUPPLY CHAIN (ITALY) S.P.A.;418.667.997;;Antonio Lombardo;;;;;;Sergio Faranda;;;;;;;
254;AMGEN S.R.L.;371.972.828;;Soren Giese;;;;;;;;;;;;;
255;SEPHORA ITALIA S.R.L.;395.834.010;;;Silvia Granata;;Cecilia Molinari;;;;;;;;;;
256;SHELL ITALIA OIL PRODUCTS S.R.L.;386.086.532;;Benedetto Maria Forlani;;;;;;;;;;;Davide Sansotta;;
257;"NESTLE' PURINA COMMERCIALE S.R.L. IN FORMA ABBREVIATA ""PUR.IT S.R.L.""";365.196.214;;Marco Settembri (nestle global);;;;;;;;;;;;;
258;CONTINENTAL ITALIA S.P.A. PNEUMATICI PRODOTTI DI GOMMA E PLASTICI;372.347.897;;Alessandro de Martino;;;Paola Vanetti;;;;Federica de Luca;;;;Roberto Gnemmi;;
259;AMPLIFON ITALIA S.P.A.;360.772.704;;Enrico Vita;;;;;;;;;;;;;
260;"PANDORA ITALIA SOCIETA' A RESPONSABILITA' LIMITATA IN BREVE ""PANDORA ITALIA S.R.L.""";366.156.175;;Sara Bergiotti;;;;;;;;;;;;;
261;MARELLI SUSPENSION SYSTEMS ITALY S.P.A.;370.636.021;;David Slump;Juan Molla (CCO: commercial and marketing);Alanna Abrahamson;Sherry Vasa;;;;;Andy Koehler ;Joachim Fetzer (CTO);;;;
262;DYSON S.R.L.;357.022.413;;Jim Rowan;Ben Padley;Martin Pipunic;Alessandro Moretti (HR Italy);;;;;;;;;;
263;AVNET EMG ITALY S.R.L.;359.899.972;;Phil Gallagher;;Ken Jacobson;Ken Arnold (chief people officer);;;Max Chan;Michael McCoy;;;;;;
264;TERMINALE GNL ADRIATICO SOCIETA' A RESPONSABILITA' LIMITATA IN FORMA ABBREVIATA TERMINALE GNL ADRIATICO S.R.L.;352.503.285;;Timothy J. Kelly;;;;;;;;;;;;;
265;RHENUS LOGISTICS S.P.A.;356.799.932;;Tobias Bartz;Francesca Restelli;Alfonso Pacino;Andrea Fumagalli;;;;;;;Raffaele Buonuomo;;;
266;PARKER HANNIFIN ITALY S.R.L.;356.608.576;;;;;Alessandro Cipolli;;;Antonio Tosato;;;;;;;
267;PIAZZA ITALIA S.P.A.;355.716.661;;Arnaldo Bernardo;Rafone Zafari;Fabrizia Esposito;Massimiliano Romano;;;Giuseppe Scognamiglio;;;;;;;
268;SAIF S.P.A.;355.011.380;;Tommaso Zucchi;;Michele Hardonk;;;;Davide Erulo;;;;;;;
269;CAIRORCS MEDIA S.P.A.;353.705.683;;Alessandro Bompieri;Davide Cervellin;;;Iacopo Blanc;;;;;;;Alice Dutto;;
270;EY S.P.A., PER ESTESO ANCHE ERNST & YOUNG S.P.A.;353.427.182;;Massimo Antonelli;Marco storti;Alessandro Frenza;;;;;;;;;Stefano Pozzi;;
271;CEDACRI S.P.A.;376.818.896;;;;Stefano Ettorre;Monica De Francesco;;Stefania Rossi;Giuliano Merlo;;;;;;;
272;FOOT LOCKER ITALY SRL;360.191.112;;;;;Valentina Regini;;;;;;;;;;
273;BOLTON MANITOBA S.P.A.;363.262.076;;Giampiero De Prisco;Orlando Maria Limongiello;Angela Dileo;;;;Massimo Gabba;;;;;;;
274;SABIC ITALIA S.R.L.;344.729.899;;Andrea Gobbetto;;;;;;;;;;;;;
275;AMSA AZIENDA MILANESE SERVIZI AMBIENTALI SPA IN FORMA ABBREVIATA AMSA SPA;347.935.299;;Marcello Milani;;;;;;;;;;;;;
276;RENO DE MEDICI SPA;382.965.445;;Michele Bianchi;;;;;;;;;;;;;
277;AMBER S.R.L.;341.786.744;;;;;;;;;;;;;;;
278;COCA-COLA ITALIA SRL;338.690.366;;Phillipine Mtikitiki;Giulia Mantovano;Nadine Relave;Anna La Gamba;;;;;;;;;;
279;COMDATA S.P.A.;349.042.275;;;Valentina Pensa;Gianandrea Castelli Rivolta;Fabrizio La monica;;;;;;;;;;
280;IM BIOFUEL ITALY S.R.L.;341.927.762;;;;Gabriele Soatto;;;;;;;;;;;
281;SPREAFICO FRANCESCO E F.LLI S.P.A.;338.219.425;;Raffaele Spreafico;Mattia Menni;Giorgio Negri;Lorenzo Biffi;;;;;;;;;;
282;FRATELLI GIACOMEL S.P.A.;351.595.982;;Ernesto Giacomel;Fabio Campanile;;;;;;;;;;;;
